record_key,doi,title,publication_year,record_type,families,screening_priority,title_priority_score,priority_reasons,source_type_bucket,source_type_next_action
doi:10.1111/evo.14364,10.1111/evo.14364,Rapid divergent evolution of an annual plant across a latitudinal gradient revealed by seed resurrection.,2021,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.japb.2021.01.003,10.1016/j.japb.2021.01.003,"Reproductive biology of East Indian satinwood (Chloroxylon swietenia DC., Rutaceae: Sapindales), a threatened timber-yielding tree",2021,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.11609/jott.6741.13.13.20056-20065,10.11609/jott.6741.13.13.20056-20065,"Reproductive biology of Ophiorrhiza caudata C.E.C.Fisch. (Rubiaceae), an endemic and endangered creeping perennial herb of the Western Ghats, India",2021,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.13057/biodiv/d221025,10.13057/biodiv/d221025,Reproductive biology of Vatica venulosa Blume (Dipterocarpaceae),2021,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.foreco.2021.119215,10.1016/j.foreco.2021.119215,"Reproductive resilience to habitat fragmentation of Lithraea molleoides (Anacardiaceae), a dominant dioecious tree from the Chaco Serrano",2021,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1371/journal.pone.0250335,10.1371/journal.pone.0250335,Research on the reproductive biological characteristics of Amomum villosum Lour. and Amomum longiligulare T. L. Wu.,2021,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ajb2.1768,10.1002/ajb2.1768,Selective forces on the maintenance of outcrossing in an almost exclusively cleistogamous violet species.,2021,"Journal Article,Research Support, Non-U.S. Gov't",antagonist;mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ajb2.1704,10.1002/ajb2.1704,Sexual dimorphism in the dioecious willow Salix purpurea.,2021,"Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.",mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.5958/2249-5258.2021.00022.1,10.5958/2249-5258.2021.00022.1,Significance of pollinizers in arid fruit culture: A review,2021,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/gcbb.12900,10.1111/gcbb.12900,Sustainable aviation fuel production from Brassica carinata in the Southern United States,2021,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.13080/z-a.2021.108.035,10.13080/z-a.2021.108.035,The effect of genotype and temperature interaction on pollen performance in the pistils of autochthonous sour cherry cultivar ‘Feketićka’,2021,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1086/714937,10.1086/714937,Thomas H. Kunz,2021,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/insects12080687,10.3390/insects12080687,Timing Is Everything. Temporal and Spatial Niche Segregation in Curculio spp. (Coleoptera: Curculionidae) Associated with Oak Trees.,2021,Journal Article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1073/pnas.2023691118,10.1073/pnas.2023691118,Timing outweighs magnitude of rainfall in shaping population dynamics of a small mammal species in steppe grassland.,2021,"Journal Article,Research Support, Non-U.S. Gov't",antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ajb2.1742,10.1002/ajb2.1742,Understanding plant microbiomes requires a genotype × environment framework,2021,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.scitotenv.2020.144899,10.1016/j.scitotenv.2020.144899,Warming and elevated CO(2) induces changes in the reproductive dynamics of a tropical plant species.,2021,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/aec.13052,10.1111/aec.13052,What's hot and what's not – Identifying publication trends in insect ecology,2021,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/af/vfab026,10.1093/af/vfab026,Why were New World rabbits not domesticated?,2021,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1590/2175-7860202071030,10.1590/2175-7860202071030,"Acnistus arborescens (Solanaceae): an important food resource for birds in an Atlantic Forest site, Southeastern Brazil",2020,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2987/8756-971x-36.4.284,10.2987/8756-971x-36.4.284,Author/Title Index 2020,2020,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/1365-2745.13336,10.1111/1365-2745.13336,Biological Flora of the British Isles: Crassula helmsii,2020,article,antagonist;mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/jme/tjaa126,10.1093/jme/tjaa126,"Biological, Ecological, and Distributional Aspects of Two Native Species of Lucilia Genus (Diptera: Calliphoridae) of Forensic Interest in Yungas Environments of Argentina.",2020,"Journal Article,Research Support, Non-U.S. Gov't",antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1071/cp19451,10.1071/cp19451,Biology of Brassica tournefortii in the northern grains region of Australia,2020,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/insects11030142,10.3390/insects11030142,Can Cities Activate Sleeper Species and Predict Future Forest Pests? A Case Study of Scale Insects.,2020,Journal Article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1038/s41598-020-59063-7,10.1038/s41598-020-59063-7,Developmental and sexual divergence in the olfactory system of the marine insect Clunio marinus,2020,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ecy.3171,10.1002/ecy.3171,"Early snowmelt and warmer, drier summers shrink postflowering transition times in subalpine wildflowers",2020,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s11829-020-09793-2,10.1007/s11829-020-09793-2,Early snowmelt reduces aphid abundance (Aphis asclepiadis) by creating water-stressed host plants (Ligusticum porteri) and altering interactions with ants,2020,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/jee/toz366,10.1093/jee/toz366,Effect of Different Fruit Developmental Stages and Biochemical Metabolites of Pomegranate (Ponicaceae) on Life History Parameters of Ectomyelois ceratoniae (Lepidoptera: Pyralidae).,2020,"Journal Article,Research Support, Non-U.S. Gov't",antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1038/s41598-020-62538-2,10.1038/s41598-020-62538-2,Exploring the role of host specialisation and oxidative stress in interspecific lifespan variation in subtropical tephritid flies.,2020,"Journal Article,Research Support, Non-U.S. Gov't",antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/1442-1984.12279,10.1111/1442-1984.12279,"Floral biology and potential hybridization of three sympatric epiphytic bromeliads in Veracruz, Mexico",2020,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/pbi.13463,10.1111/pbi.13463,Flowering Locus T chimeric protein induces floral precocity in edible citrus,2020,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s00035-020-00231-w,10.1007/s00035-020-00231-w,Flowering patterns change along elevational gradients and relate to life-history strategies in 29 herbaceous species,2020,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.scienta.2020.109797,10.1016/j.scienta.2020.109797,General and specific combining ability in the selection of polliniser cultivars of hybrid pear trees (Pyrus communis x P. pyrifolia),2020,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s11829-020-09750-z,10.1007/s11829-020-09750-z,High temperatures reduce nutrients and defense compounds against generalist Spodoptera litura F. in Rorippa dubia,2020,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/treephys/tpaa003,10.1093/treephys/tpaa003,Insect feeding location determines interactions between biotic and environmental stressors in trees,2020,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/gcb.14945,10.1111/gcb.14945,"Investigating the relationship between climate, stand age, and temporal trends in masting behavior of European forest trees.",2020,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1098/rsbl.2020.0511,10.1098/rsbl.2020.0511,Multivariate phenotypic divergence along an urbanization gradient.,2020,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1038/s41477-020-0702-7,10.1038/s41477-020-0702-7,Nutrient scarcity cannot cause mast seeding,2020,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1636/0161-8202-48.1.49,10.1636/0161-8202-48.1.49,Observations on the life history and ecology of Clubiona pacifica Banks in Washington State (Araneae: Clubionidae),2020,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/aps3.11371,10.1002/aps3.11371,Plants meet machines: Prospects in machine learning for plant biology,2020,article,antagonist;mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3389/fpls.2020.563110,10.3389/fpls.2020.563110,Reproductive Assurance Maintains Red-Flowered Plants of Lysimachia arvensis in Mediterranean Populations Despite Inbreeding Depression.,2020,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1080/11263504.2020.1852328,10.1080/11263504.2020.1852328,"Reproductive ecology of Saxifraga florulenta , a monocarpic perennial paleo-endemic of the Alps",2020,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s00027-020-0709-1,10.1007/s00027-020-0709-1,Resilience of pond communities to extreme thermal regime shifts: an alpine–montane reciprocal transplant experiment,2020,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/agronomy10091372,10.3390/agronomy10091372,S-Genotyping and Seed Paternity Testing of the Pear Cultivar ‘Celina’,2020,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/agronomy10070970,10.3390/agronomy10070970,Success Rate of Individual Pollinizers for the Pear Cultivars “Ingeborg” and “Celina” in a Nordic Climate,2020,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s10526-020-10023-0,10.1007/s10526-020-10023-0,"Tamarixia triozae, an important parasitoid of Bactericera cockerelli: circadian rhythms and their implications in pest management",2020,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/botlinnean/boaa069,10.1093/botlinnean/boaa069,The enduring value of specimen-based research: a response to Surveswaranet al.(2020),2020,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.cub.2020.03.029,10.1016/j.cub.2020.03.029,The island syndrome,2020,article,antagonist;mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/gcb.15458,10.1111/gcb.15458,The neglected season: Warmer autumns counteract harsher winters and promote population growth in Arctic reindeer.,2020,Journal Article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ece3.6176,10.1002/ece3.6176,Urbanization alters plastic responses in the common dandelion Taraxacum officinale.,2020,Journal Article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ajb2.1466,10.1002/ajb2.1466,Whole genome duplication does not promote common modes of reproductive isolation in Trifolium pratense.,2020,"Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.",mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
titleyear:rvores de qualea grandiflora mart vochysiaceae na beira das estradas est o reprodutivamente isoladas um estudo com m ltipla abordagem are trees of qualea grandiflora mart vochysiaceae at roadsides reproductively isolated a multiply approach study are trees of qualea grandiflora mart vochysiaceae at roadsides reproductively isolated a multiply approach study|2020,,Árvores de Qualea grandiflora Mart. (Vochysiaceae) na beira das estradas estão reprodutivamente isoladas? : um estudo com múltipla abordagem = Are trees of Qualea grandiflora Mart. (Vochysiaceae) at roadsides reproductively isolated? : a multiply approach study: Are trees of Qualea grandiflora Mart. (Vochysiaceae) at roadsides reproductively isolated? : a multiply approach study,2020,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.17707/agricultforest.65.4.19,10.17707/agricultforest.65.4.19,'KHODERI' OLIVE CULTIVAR AS AN EFFICIENT POLLINISER FOR SOME FRENCH AND ITALIAN OLIVE CULTIVARS,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1186/s12862-019-1399-y,10.1186/s12862-019-1399-y,A comparison of reproductive isolation between two closely related oak species in zones of recent and ancient secondary contact.,2019,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/1365-2745.13259,10.1111/1365-2745.13259,"Altered leaf elemental composition with climate change is linked to reductions in photosynthesis, growth and survival in a semi‐arid shrubland",2019,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/pbi.13146,10.1111/pbi.13146,An exposure pathway‐based risk assessment system for GM plants,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.ecolind.2019.03.007,10.1016/j.ecolind.2019.03.007,Are reproductive traits of dominant species associated with specific resource allocation strategies during forest succession in southern China?,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.11606/issn.2316-9079.v18i2p209-223,10.11606/issn.2316-9079.v18i2p209-223,Autecology of the lizard Colobosauroides cearensis (Squamata: Gymnophthalmidae) from Brazilian semiarid Caatinga,2019,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.13140/rg.2.2.21554.43200,10.13140/rg.2.2.21554.43200,Characterization of Ber (Ziziphus mauritiana) Genotypes,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/eap.1948,10.1002/eap.1948,Climate and disturbance influence self-sustaining stand dynamics of aspen (Populus tremuloides) near its range margin.,2019,"Journal Article,Research Support, Non-U.S. Gov't",antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/1365-2745.13304,10.1111/1365-2745.13304,Climate‐driven evolutionary change in reproductive and early‐acting life‐history traits in the perennial grass Festuca ovina,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/een.12720,10.1111/een.12720,Dracula orchids exploit guilds of fungus visiting flies: new perspectives on a mushroom mimic,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3897/herpetozoa.32.e35825,10.3897/herpetozoa.32.e35825,Early onset of breeding season in the green toad Bufotes viridis in Western Poland,2019,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.9734/ejnfs/2019/v11i230140,10.9734/ejnfs/2019/v11i230140,"Environmental Risk Assessment of Glufosinate-Tolerant Genetically Modified Oilseed Rape T45 for Food and Feed Uses, Import and Processing under Regulation (EC) No 1829/2003 (Application EFSA/GMO/UK/2005/25)",2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.5091/plecevo.2019.1537,10.5091/plecevo.2019.1537,Floral resource availability of Dicliptera squarrosa (Acanthaceae) and its dependence on hummingbirds for fruit formation in a forest fragment of Central Brazil,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.15547/ast.2019.04.059,10.15547/ast.2019.04.059,Flower characteristics and sexual compatibility of Italian olive cultivar Coratina under Syrian coast conditions,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1371/journal.pone.0221898,10.1371/journal.pone.0221898,Functional androdioecy in the ornamental shrub Osmanthus delavayi (Oleaceae).,2019,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/botlinnean/boz083,10.1093/botlinnean/boz083,Genetic diversity and reproductive biology of the dioecious and epiphytic bromeliad Aechmea mariae-reginae (Bromeliaceae) in Costa Rica: implications for its conservation,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ece3.4970,10.1002/ece3.4970,Getting ready for the winter: Timing and determinants of molt in an alpine ungulate.,2019,Journal Article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.22120/jwb.2019.105061.1059,10.22120/jwb.2019.105061.1059,Golestan National Park zoning re-evaluation based on higher species richness hotspots,2019,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ajb2.1336,10.1002/ajb2.1336,Hermaphroditism promotes mate diversity in flowering plants,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/wre.12361,10.1111/wre.12361,Influence of multiple herbicide resistance on growth in Amaranthus tuberculatus,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ajb2.1400,10.1002/ajb2.1400,Integrated empirical approaches to better understand species’ range limits,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1105/tpc.19.00195,10.1105/tpc.19.00195,"Loss of Function, a Strategy for Adaptation in Arabidopsis",2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ajb2.1409,10.1002/ajb2.1409,Mining new sources of natural history observations for disease interactions,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.scienta.2019.03.013,10.1016/j.scienta.2019.03.013,Morphological and physiological features of sweet cherry floral organ affecting the potential fruit crop in relation to the rootstock,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.cub.2019.07.018,10.1016/j.cub.2019.07.018,Noise pollution,2019,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s10592-019-01158-4,10.1007/s10592-019-01158-4,Paternity analysis reveals constraints on hybridization potential between native and introduced bluebells (Hyacinthoides),2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3389/fevo.2019.00473,10.3389/fevo.2019.00473,Pathogenic Dynamics During Colony Ontogeny Reinforce Potential Drivers of Termite Eusociality: Mate Assistance and Biparental Care,2019,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/1365-2745.13240,10.1111/1365-2745.13240,Phenotypic but not genotypic selection for earlier flowering in a perennial herb,2019,article,antagonist;mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.9734/ejnfs/2019/v11i230142,10.9734/ejnfs/2019/v11i230142,"Preliminary Environmental Risk Assessment of Genetically Modified Oilseed Rape MON 88302 for Food and Feed Uses, Import and Processing under Regulation (EC) No 1829/2003 (Application EFSA/GMO/BE/2011/101)",2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.71318/apom.2019.73.1.12,10.71318/apom.2019.73.1.12,Regional Evaluation of Seven Newly Introduced Sweet Cherry Cultivars in North-East of Iran (Shahrood),2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s10340-019-01113-9,10.1007/s10340-019-01113-9,Relative polyphagy of “Mediterranean” cryptic Bemisia tabaci whitefly species and global pest status implications,2019,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.5539/jas.v11n8p156,10.5539/jas.v11n8p156,Reproductive Biology and Flowering of Feijoa (Acca sellowiana (Berg) Burret) in Areas of Marginal Occurrence,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1071/bt18159,10.1071/bt18159,Reproductive biology of duodichogamous Koelreuteria elegans (Sapindaceae): the rare case of a female–male–female flowering sequence,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3906/bot-1808-52,10.3906/bot-1808-52,Reproductive ecology of Seselighafoorianum (Apiaceae) restricted to rocky cliffs in Iran,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s00484-018-1645-9,10.1007/s00484-018-1645-9,Response of stigma receptivity in CMS and male fertile line of Indian mustard (B. juncea) under variable thermal conditions.,2019,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s11538-019-00663-4,10.1007/s11538-019-00663-4,Revealing Evolutionarily Optimal Strategies in Self-Reproducing Systems via a New Computational Approach.,2019,"Journal Article,Research Support, Non-U.S. Gov't",antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s12229-019-09206-x,10.1007/s12229-019-09206-x,"Risk Analysis of Gene Flow from Cultivated, Addictive, Social-Drug Plants to Wild Relatives",2019,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1086/707141,10.1086/707141,The Evolution of Functional Traits in Plants: Is the Giant Still Sleeping?,2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/nph.16222,10.1111/nph.16222,"The ecology, evolution, and genetics of plant reproductive systems",2019,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1186/s12870-019-1908-6,10.1186/s12870-019-1908-6,Time-series transcriptome provides insights into the gene regulation network involved in the volatile terpenoid metabolism during the flower development of lavender.,2019,Journal Article,antagonist;mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/biology8030062,10.3390/biology8030062,Uncovering Olive Biodiversity through Analysis of Floral and Fruiting Biology and Assessment of Genetic Diversity of 120 Italian Cultivars with Minor or Marginal Diffusion.,2019,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.25773/v5-m00e-k588,10.25773/v5-m00e-k588,Unexplored Aspects Of The Biotic Filter To Seedling Recruitment In Aquatic Environments,2019,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.7717/peerj.4971,10.7717/peerj.4971,Biomechanical evidence suggests extensive eggshell thinning during incubation in the Sanagasta titanosaur dinosaurs.,2018,Journal Article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ajb2.1170,10.1002/ajb2.1170,Can plants evolve to meet a changing climate? The potential of field experimental evolution studies,2018,article,antagonist;mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.7717/peerj.4256,10.7717/peerj.4256,Characterization of sympatric Platanthera bifolia and Platanthera chlorantha (Orchidaceae) populations with intermediate plants.,2018,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ecm.1335,10.1002/ecm.1335,Chemistry of floral rewards: intra‐ and interspecific variability of nectar and pollen secondary metabolites across taxa,2018,article,antagonist;mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/gcb.14031,10.1111/gcb.14031,Climate warming and land-use changes drive broad-scale floristic changes in Southern Sweden.,2018,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/nph.15340,10.1111/nph.15340,Correlated evolution of self and interspecific incompatibility across the range of a Texas wildflower,2018,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s10265-018-1016-y,10.1007/s10265-018-1016-y,Delayed selfing ensures reproductive assurance in Utricularia praeterita and Utricularia babui in Western Ghats.,2018,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ece3.3824,10.1002/ece3.3824,Differences among six woody perennials native to Northern Europe in their level of genetic differentiation and adaptive potential at fine local scale.,2018,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/evo.13476,10.1111/evo.13476,Differential adaptation to a harsh granite outcrop habitat between sympatric Mimulus species.,2018,"Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.",antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s00442-018-4069-7,10.1007/s00442-018-4069-7,Effectiveness of predator satiation in masting oaks is negatively affected by conspecific density.,2018,Journal Article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1177/0748730418772175,10.1177/0748730418772175,Effects of Light and Temperature on Daily Activity and Clock Gene Expression in Two Mosquito Disease Vectors.,2018,"Journal Article,Research Support, Non-U.S. Gov't",antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1098/rspb.2018.0632,10.1098/rspb.2018.0632,"Evidence for atypical nest overwintering by hatchling lizards, Heloderma suspectum.",2018,"Journal Article,Research Support, Non-U.S. Gov't",antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/aob/mcx136,10.1093/aob/mcx136,Fire timing in relation to masting: an important determinant of post-fire recruitment success for the obligate-seeding arid zone soft spinifex (Triodia pungens).,2018,Journal Article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.4172/2376-0354.1000223,10.4172/2376-0354.1000223,Floral Morphology Differs Among New Northern Highbush Blueberry Cultivars,2018,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1038/s41438-018-0113-3,10.1038/s41438-018-0113-3,Hybrids without hybridization—can it revolutionize horticulture?,2018,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/jipb.12718,10.1111/jipb.12718,Incomplete reproductive isolation betweenRhododendrontaxa enables hybrid formation and persistence,2018,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/conphys/coy054,10.1093/conphys/coy054,Integrating physiological stress into the movement ecology of migratory ungulates: a spatial analysis with mule deer.,2018,Journal Article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.scitotenv.2017.08.238,10.1016/j.scitotenv.2017.08.238,Land use and wind direction drive hybridization between cultivated poplar and native species in a Mediterranean floodplain environment.,2018,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.biocontrol.2018.10.016,10.1016/j.biocontrol.2018.10.016,"Life history of Anastatus bifasciatus, a potential biological control agent of the brown marmorated stink bug in Europe",2018,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
titleyear:reproductive biology of malabar tamarind garcinia gummi gutta l rob an endemic medicinal and spice plant from western ghats|2018,,"Reproductive biology of Malabar tamarind (Garcinia gummi-gutta (L.) Rob.: An endemic, medicinal and spice plant from Western Ghats",2018,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
